"","photo_id","tienda_id","caption","label","length","stars","len_word"
"668","6egp8aO46KEBsFoLb1OaTg",NA,"californium roll","food",15,4,2
"669","6ehkVjQjCUi6YgSbkJhfTA",NA,"fried tilapium rice","food",36,3.5,3
"670","6erCsj7LcW_URwwtDQTM5g",NA,"seared valley spicy tomato rice banyul","food",92,4.5,6
"671","6fXTPF2HZ2Pel-rtXMG8kw",NA,"popcorn chocolate","food",21,4,2
"672","6fbAgVKvtgy2JyAw7LXB4w",NA,"greek salad","food",18,3,2
"673","6ffaNlN1TTYbwptrAoJWtw",NA,"pork tenderloin","food",15,4,2
"674","6gDniwGar76qV_tKBfAhzw",NA,"corned beef cabbage","food",21,3.5,3
"675","6h1ynAekuNJooqcHHNs8TA",NA,"breakfast nacho","food",24,3.5,2
"676","6hQmZKNI4XPctDFmD8wcSA",NA,"lobster salad apple champagne vinaigrette","food",48,4.5,5
"677","6hlcWZ3oCmJEvAIM2EwwVA",NA,"grilled ham cheese sandwich","food",31,4,4
"678","6iBpRHsjE1QrBHBUKoLhVw",NA,"shrimp roasted bacon soft polentum","food",76,3.5,5
"679","6k0MGNTecTe99ouW27ryqw",NA,"mango rolled ice cream egg waffle fruit","food",61,4,7
"680","6k0k55lj0uZzOW1vywOJOA",NA,"banana chocolate hazlenut crepe breakfast","food",41,3,5
"681","6keTMJMs7yAtOOmAHNYnug",NA,"salad vegetarian","food",26,4,2
"682","6kv6c49fqt0k78-FPDfnvw",NA,"lox bagel egg benedict","food",32,4,4
"683","6lWE3q4dnh9cVl5DRkt6Ug",NA,"roll sashimi","food",17,2.5,2
"684","6lensP0laIKNrVLtGdJbKA",NA,"egg custard","food",22,3.5,2
"685","6lxIWNPxGIGxvLaDn9rL6A",NA,"chicken fried rice","food",19,3.5,3
"686","6m1s83-tWPGyrLpIRm_xeQ",NA,"deviled egg spicy truffle caviar meat","food",46,4,6
"687","6m4Mh24iq8ICGrnc8ov6jQ",NA,"fish fried egg rice","food",46,4.5,4
"688","6mA0iXzEhPsqdnRQdtcDRg",NA,"steak fry salad","food",74,4,3
"689","6mPvDtNUIaad-FFkDNap0w",NA,"white chocolate crumble","food",23,4,3
"690","6mSLSXwOtPrLeiGsJ2ynPA",NA,"fried rice","food",17,4,2
"691","6mVXzjvpzjMvhrF38iMueg",NA,"kalbi bento salad cucumber macaroni rice crab roll","food",80,4.5,8
"692","6mu34QI3hxCbgpZMq6hxcQ",NA,"vietnamese chicken sandwich banh","food",37,4,4
"693","6n99fr3R3EothkLNla_CIw",NA,"rock shrimp","food",11,4,2
"694","6nqSKuRZvNj38a1MlAK4iw",NA,"beef","food",10,3.5,1
"695","6nv6PlPR_pfNdTcz0oPsjg",NA,"steamed shrimp dumpling","food",34,4,3
"696","6oYW29z0NPyoHP5fya1aUw",NA,"chocolate brownie sundae","food",31,3.5,3
"697","6otZCHl5ruLa-InYpj0rNg",NA,"salmon roll","food",19,3.5,2
"698","6p3YDAMW3V_mYd9e_rj6JQ",NA,"arepa chicken salad sandwich yummy","food",80,4.5,5
"699","6pXxSHhzf95wfHH4DWzo9g",NA,"chicken quesadilla empanada ground beef taco chip salsa","food",93,4,8
"700","6q-XNNxLgtdmMPNdP0OmNA",NA,"veggie burger hamburger small caesar salad fry","food",57,4,7
"701","6qe2JSZBP4Px6IIXY74fAg",NA,"roll","food",17,4,1
"702","6qgO_sKDUhgy1Sj0dLY5JA",NA,"endoedible chocolate caramel tart raspberry cake mascarpone cheesecake","food",104,4,8
"703","6r8-B5nHgjTNwyqoYbPcCA",NA,"vega roll cream cheese avocado fried","food",76,3.5,6
"704","6rNW4PbqVuQ3qO6G-ZybxQ",NA,"vanilla crunch chocolate","food",31,4.5,3
"705","6sJMX46tcZkfktKBFLaw6A",NA,"smoked salmon scrambled egg tomato dill","food",59,4,6
"706","6sg7lbb3SbBy2k6r2TC3YA",NA,"soba salad","food",10,3.5,2
"707","6tFS_Vq6DWbZIG4AWfjxtw",NA,"brussel roasted salad half","food",103,3.5,4
"708","6tPJ1kmok-WzYDRN6eucbw",NA,"entree sticky pork belly bbq half chicken charred octopus","food",73,4,9
"709","6tR9QW0bDHc17Bw0uwm1sQ",NA,"mango sticky rice love","food",39,4.5,4
"710","6u6Z8pLX8razRTNHHGPVbQ",NA,"avocado toast breakfast lunch","food",45,4.5,4
"711","6uT8K__ijNr0hEfrg4eKYA",NA,"double chocolate cake","food",21,3.5,3
"712","6vPMItcv3xOGcPPaxe6yjw",NA,"tea ice cream biscuit sandwich","food",36,4,5
"713","6vYsQNeMm4G9G7CWcs8ljQ",NA,"curry beef pad thai","food",23,3,4
"714","6waWjl4yozh3aFUrvcEByg",NA,"plate chilli chicken dry style vegetable fried rice","food",82,3.5,8
"715","6wjvLtcqklbbGYeOAdCPFg",NA,"rib fish chip beef wellington grill","food",58,4,6
"716","6wkHRMxcSzf_Uc3sl8MR7w",NA,"famou spider roll","food",29,4,3
"717","6wrpCqaKZthiI78fbm47bQ",NA,"chicken sandwich","food",22,3,2
"718","6wyIDpwNAK9mR8-9wZwYNw",NA,"artisan grilled chicken sandwich extra meal","food",60,2,6
"719","6wzUFMs1Ni9n_P843BEkSQ",NA,"beef","food",23,4.5,1
"720","6xqnzySvi9QStAjdxn7hQg",NA,"donut raspberry white chocolate base","food",80,4.5,5
"721","6yI1fgSV6_9G3lSF5PI9Qw",NA,"shrimp","food",26,4.5,1
"722","6yP13Ly9xrIksUa5sWyW8A",NA,"shrimp","food",6,5,1
"723","6yQ1sZEeUUKVXNYUaYbl_g",NA,"roasted pork sauce chicken","food",50,3.5,4
"724","6z4YdmK0YRqODR9qnPZuFw",NA,"belgian chocolate pancake","food",26,2.5,3
"725","6zBJHwE7mZ016yT-63NNKw",NA,"house salad","food",11,3,2
"726","7-aHKM5q2ERqnTp7vCBcTw",NA,"corned beef sandwich","food",36,4,3
"727","7-k9rCxCW7pCpn1PiIIbww",NA,"baked egg","food",10,4,2
"728","704hjp7R9buH8k1XsNH_3A",NA,"crispy pork shank","food",52,4,3
"729","70MqJfWrkjsDh_fINCMszA",NA,"baked mini bbq pork","food",34,3.5,4
"730","70Ywq2k0x3bwRUt50gL23w",NA,"churro sundae sandwich","food",36,3.5,3
"731","71IGX7atyIhzygDiaJlSxw",NA,"grass beef tenderloin","food",25,4.5,3
"732","71dJZu1rtXkO4ego6MnZvw",NA,"sandwich","food",24,4.5,1
"733","71r8gdfP9lSCPF3h54neQA",NA,"salad","food",9,3.5,1
"734","71uJtC8iE_WIIw--lRHZVA",NA,"turkey salad","food",14,4,2
"735","727uKv5t76hutE73kcGmcw",NA,"verde chile pork","food",24,4.5,3
"736","72KVrqYCSYdGQOnIslfWOw",NA,"lobster roll","food",12,4,2
"737","72Qccm1m9YoRCAT-alwVgw",NA,"salad","food",5,4.5,1
"738","72iAwM2OsD0bC-rSqBnVdw",NA,"salt pepper shrimp","food",22,4,3
"739","73ApkGYFeJVlHRBRkJQfnw",NA,"porchettum sandwich","food",18,4.5,2
"740","74lRoylNV5Ma8dD2zplK_g",NA,"infamou rice chicken bacon big pork belly","food",95,4,7
"741","75Fj8QTMoVIuMXyueXtxFQ",NA,"egg roll flavor fresh","food",78,3.5,4
"742","75bW3Tlcp8ZGWngbq2986A",NA,"apple salad chicken","food",30,4,3
"743","76CG9WSbBOZXH1badfzfuQ",NA,"bbq half pound sandwich special","food",57,4.5,5
"744","76FyB-lQtZZjHjPN8tfuEA",NA,"fried lobster shrimp garlic","food",70,3,4
"745","76Rn9fUsS_dMZ3Hr2bLD1g",NA,"pad beef","food",18,4.5,2
"746","7774Ic1r2hGs7Vpt-X0Nqg",NA,"crispy bao bun pork pickled vegetable peanut cilantro","food",59,4,8
"747","7797cu8XeNshiMi79Xnf_A",NA,"chocolate hazelnut cake raspberry","food",50,4,4
"748","77Hco5T71ufPK5db5ftMuw",NA,"grilled ground chicken pork","food",118,4.5,4
"749","77cogVHuL-3EvNOnX2w8XA",NA,"beef chow","food",20,3,2
"750","784TP9UCur1b8qmFKokgzA",NA,"croissant buttery flavor bacon perfect cheese melted egg","food",140,4,8
"751","78VT3-8jeo_9P3vkwNBLyA",NA,"bacon egg benedict potato","food",43,4,4
"752","78ziHsGNQg6ZgTf51oLdVQ",NA,"crispy shrimp ball","food",19,4,3
"753","794ABQ3i8UVsJjZyRBQBdA",NA,"breakfast","food",25,2,1
"754","7AZ16UK3DRK0byuc39JuHg",NA,"cannoli carrot cake red cheesecake chocolate fudge","food",75,3.5,7
"755","7AeJpzEDzyWJkyaIwH1ECw",NA,"beef soft","food",28,2.5,2
"756","7BG9TL7-PlUfcSW3vB6IhQ",NA,"beef nutritiou fungu","food",27,4,3
"757","7BIH1mIUajw0Sdln6Dw5oQ",NA,"sushi boat spicy crunchy tuna dragon roll rainbow octopus","food",119,4,9
"758","7BMWXEyYi6-h7J1Crina7w",NA,"food reuben salad","food",39,4,3
"759","7BPxlWnl3XLJmBfAn0Cjgw",NA,"chocolate croissant","food",32,4,2
"760","7BfhmK-asrAkuPy2B0zgIA",NA,"pork tofu soup","food",16,3,3
"761","7Bgqn3oVy3e5COBUZmzkfg",NA,"chocolate cherry cake ice cream","food",36,4,5
"762","7CDh5VeWEc7aWP_qWrcprQ",NA,"roll","food",14,4,1
"763","7CcaiURSmz_R-T8-paAzHA",NA,"special corned beef hash","food",49,4,4
"764","7DbJjiMHUwxhmWHN0Ue_Ew",NA,"salmon love roll","food",33,4.5,3
"765","7EI1XJSz483scjG6iup-Fw",NA,"pork chop","food",10,4,2
"766","7EpvBX6qdR8DXx7Ks3thbg",NA,"shrimp brunch","food",30,4,2
"767","7FFn4TkJl-YCoMlIK4KkbQ",NA,"sweet shrimp sushi","food",27,4,3
"768","7FNMtNDMQklxkL5tn9e1ng",NA,"pad beef spice","food",36,3.5,3
"769","7Fw1dEcykcbx-y0Lke9XYQ",NA,"octopus nigiri wine ice cream roe roll","food",92,4,7
"770","7GVzmS_6xxnTC_6212yqgg",NA,"brunch hot dish cooked beef","food",37,3.5,5
"771","7GepKWlMH7f5pB4tjNXIYA",NA,"buttermilk crispy chicken sandwich extra meal","food",62,1.5,6
"772","7GoQN4lFN4lvxXFZSMY7YA",NA,"aged angu beef","food",55,3.5,3
"773","7HDcU9gGHQiJ55hSVa6__w",NA,"chocolate strawberry oreo toffee","food",53,3.5,4
"774","7HFs8ufHMXiRrkF-pVbsiA",NA,"pork basil fried rice","food",21,4,4
"775","7HObJG8muH8KHTn7vQtAwg",NA,"coconut cream filled chocolate topping vanilla topped","food",89,4,7
"776","7HYtExZPuylhF3g2qdmJzQ",NA,"chocolate","food",16,4.5,1
"777","7J1hAuGjGcK9t855MtQXjA",NA,"winterliciou dinner shrimp tempura maki avocado unagi","food",88,3.5,7
"778","7JUqdiEmO3TaUBCpiZ_Bwg",NA,"croissant lemon red oreo almond apple pie chocolate chip","food",74,4.5,9
"779","7JqIX2uWgX3PLkBjVW6D1Q",NA,"pad thai shrimp","food",15,4.5,3
"780","7Jv4fwkjLfbTNUDc_fzoQQ",NA,"rice koftum","food",28,4,2
"781","7K3yTcZMZRXXKnI8_1RFeA",NA,"chicken fried rice samosa goat tea","food",89,4,6
"782","7KHO1Zadf-alMIUz7pLTaw",NA,"chicken teriyaki rice","food",36,4,3
"783","7Ka3SHh_g1pvEy347RB-pw",NA,"maki roll","food",14,4,2
"784","7KvEeM1SDJzHeKNU_tByxQ",NA,"fresh roll","food",24,4.5,2
"785","7La1KVSB3SndJhXyCvTf1A",NA,"steamed cod shrimp mushroom","food",50,4,4
"786","7MKphzIKgEqCtgIEDKAk5A",NA,"marshmallow hot chocolate","food",33,4,3
"787","7MZz5GZHIm4p53wZoR2rxg",NA,"chocolate souffle","food",60,3.5,2
"788","7Moo7miWuu8gSSg2OD0FQQ",NA,"beef rib sausage","food",21,3,3
"789","7PR66LFLNxEKhR5nFdoB-w",NA,"fish pork belly taco","food",34,4,4
"790","7PUSy5LjhBrs8OI_IC0gfA",NA,"egg spam hash brown","food",53,3.5,4
"791","7PZAE9WDqB0dXActNN-1cg",NA,"spinach salad","food",18,4,2
"792","7PgaBZLFY3E98uA4qUoaSg",NA,"chocolate cake lemon carrot","food",43,3.5,4
"793","7QMH5U7npWyEN_KhoHLeow",NA,"spicy salmon roll","food",17,3.5,3
"794","7Q_bxuJAzrGbB8J_mNpEyQ",NA,"turf lobster tempura beef tartare","food",48,4,5
"795","7RO2ZiG4ak5bAnSdEiQivQ",NA,"cajun grilled chicken salad free gluten dressing","food",86,3.5,7
"796","7RR6hDKQEtT8hrD1D9szng",NA,"shrimp","food",18,4.5,1
"797","7RX_xoawZcEsSIqAVaCWrg",NA,"pork chili verde sunday chef special","food",41,4,6
"798","7ShSlFVISfymUAAjyeyPdA",NA,"marinated trout salad","food",33,4,3
"799","7TkTxtEY7YtOdiTgWSBthg",NA,"dragon roll","food",17,3.5,2
"800","7TrKfUID7FpQz-5OJdbE1A",NA,"strawberry cream glazed chocolate","food",92,3.5,4
"801","7TvZYH-rQ1uJ22ZIET2cWw",NA,"vanilla bean chocolate toasted coconut","food",64,4.5,5
"802","7U5RNReKc-3vGmRFIcDeCQ",NA,"bone marrow toast parsley salad torched","food",67,3.5,6
"803","7UKxIa7vwhWJN9KHDoGGiA",NA,"cheese roll rainbow","food",54,4,3
"804","7UeZPRqzP_LhhiY0_91uoA",NA,"pork belly","food",20,4,2
"805","7UoXU_PlD38tQgsKDIt9qQ",NA,"more hot chocolate","food",21,4.5,3
"806","7WAYDHjtdPt5XHWqZpiX4g",NA,"hummu kaftum beef","food",22,3.5,3
"807","7Wtp4clMDsOJCDSwpONDpQ",NA,"spider roll","food",11,4.5,2
"808","7X0iy1JJWyqIQy093OyIsw",NA,"scallop roll","food",21,4,2
"809","7X394DkKF7gTXSzCR5bmPA",NA,"oxtail rice pea","food",25,4.5,3
"810","7X6scVvekZmIcS0x5X4hrg",NA,"mango sticky rice crispy garlic chicken roll","food",77,4.5,7
"811","7XHDDfQIOLSs5lY7cSwfGg",NA,"thai basil spicy fried rice","food",27,3.5,5
"812","7XtRZKwMsapQi1U4-5FPCQ",NA,"hummu kaftum beef","food",22,4,3
"813","7Y-4mqYAzIX6AkZzMjirug",NA,"egg","food",11,4.5,1
"814","7ZG2vGvOYWl3JxX5PlOMkA",NA,"classic breakfast","food",28,3.5,2
"815","7ZMTRgm2tPbyor7Rqq0slw",NA,"yuzu roll maki salmon avocado lobster","food",73,4,6
"816","7ZdPdUy9rUOarIWmnbS1Mw",NA,"spicy tuna roll seaweed salad","food",35,4,5
"817","7_9TANaAgyI4aGJoOAKOIA",NA,"parmigiana chicken sandwich","food",27,3,3
"818","7_Mt_kGxRowpUJcv9-tkkg",NA,"classic sandwich fry ranch","food",63,2.5,4
"819","7_Tsnv8x8QkoiN6gKWKtcg",NA,"meat lamb beef salt","food",96,3.5,4
"820","7_agTbwlrsQ0lKc_qdSQrw",NA,"potato salad","food",12,4.5,2
"821","7an7ldLVa2m_E9z2_pgJeQ",NA,"caesar salad small","food",24,4,3
"822","7bBPBEPmaY7tu1dbtSwQ-g",NA,"soup salad","food",36,3,2
"823","7bnUAASGhsBR5WOBYbGnXA",NA,"beef stew noodle","food",23,4,3
"824","7c46C4KOEPecl-Dh1-MTVg",NA,"chocolate","food",18,3.5,1
"825","7c4H8aCirCRno6lGNw3zzg",NA,"beef lunch special deliciou","food",46,4,4
"826","7cTaC9ynVQW33_UuJvUsYw",NA,"grilled steak salad","food",19,3.5,3
"827","7clu2ja2dUdNRVvBJI7LPg",NA,"sandwich","food",24,4.5,1
"828","7cqOukRs9DSzDg5H2ANYeA",NA,"crispy shrimp","food",13,2,2
"829","7d3Agd2PvrelL0CwaEO_GA",NA,"chocolate dipped endoedible","food",60,4.5,3
"830","7dTqKKcLv2a5KnO16sFGGg",NA,"egg benedict","food",13,4,2
"831","7dVJNZh-6pyICESh1GX_2w",NA,"pork","food",16,3,1
"832","7dkjjsMchZLeH-dDrDF5gA",NA,"seafood salad","food",13,4,2
"833","7e3FPGWCpeV3jSia9qOPpQ",NA,"breakfast burger sweet","food",37,3.5,3
"834","7eAu02RdLmPHXiwXXjQ6Ew",NA,"chocolate","food",15,4,1
"835","7eAzhEpnJYaEqTTwzRSWiA",NA,"special chocolate gelato waffle cone piece","food",89,4.5,6
"836","7eGPIXddNEoZCtfbOPC0xg",NA,"rice","food",15,4,1
"837","7eWcVJ-I17RHtjdKyF0cYA",NA,"egg sandwich","food",12,4,2
"838","7fLJkDaqepCChebo4LmWdw",NA,"traditional breakfast","food",29,4.5,2
"839","7fnp1qI2FPfC2s8bi_wVMQ",NA,"lobster shrimp pastum","food",35,3.5,3
"840","7gkGf8e6AWxpv6T51pWe7w",NA,"bbq pork belly sausage macaroni cheese coleslaw","food",76,4,7
"841","7gs5txG0SR1yXF4J5LSB1g",NA,"cold dish pick cucumber pork potato","food",89,3,6
"842","7gxFdh3RO3Hmkv9DVx8S6Q",NA,"bbq salad","food",30,4.5,2
"843","7hGWu5TbEmGRBjDgsnsumw",NA,"brunch egg benedict","food",22,3.5,3
"844","7jq-CqdYrQAO5oR22PD1wQ",NA,"boston sandwich","food",29,3,2
"845","7lD9UMGu4M6Pc-bHVzlCEQ",NA,"chocolate cake","food",45,3.5,2
"846","7lc4zi9Aoac39WlMxTw83g",NA,"pulled pork potato cheese corn bread","food",48,4,6
"847","7ltLRmX-zkIo5gYRvHEFfA",NA,"breakfast sandwich","food",39,2.5,2
"848","7m_sLJmqA8OZ4XB258c09w",NA,"roll","food",14,3.5,1
"849","7miexFlpzT2S30i_x6tS8A",NA,"angu roast beef miso raman","food",81,4,5
"850","7mkX5AI5lbbEV-oEJ0hV-g",NA,"chocolate","food",14,3,1
"851","7n84cmw94j6_lx9DIb6qVg",NA,"buttermilk crispy chicken sandwich extra meal","food",62,2,6
"852","7nAs0lZGU9-I6s6ob0LDYw",NA,"steamed egg custard","food",50,4.5,3
"853","7oQ30QG1oBc5mqmpQlvJZw",NA,"chinese food spicy nut shrimp fry","food",44,3.5,6
"854","7oyEjqMzXiQavMbdBLtLQg",NA,"fish egg nigiri","food",63,4,3
"855","7p9-4pRx1ubSv9YE0W0pjQ",NA,"chicken salad","food",21,4,2
"856","7pX877BPkamwcgTyxYEBiA",NA,"tuna roll","food",9,4.5,2
"857","7pyASgf4-Od0t0gl2jO_KA",NA,"crispy pork belly herb salad crepe","food",42,3.5,6
"858","7qBVLyNqXDqI1C94nyusKg",NA,"mango sticky rice","food",21,4.5,3
"859","7qLa7pcgCp1wzrhH-FvItA",NA,"papaya salad","food",12,4,2
"860","7qWWSl2dUz3AutKhfF5O8Q",NA,"tea roll cake","food",19,4.5,3
"861","7qXIajlJJ-_p5s4mdituSA",NA,"watermelon salad","food",16,4.5,2
"862","7qilCqva3vzsbkrd6xMwww",NA,"famou corned beef","food",23,3.5,3
"863","7qsYpJDmOnnGfbniouZALA",NA,"vegan chocolate chip cookie","food",47,4,4
"864","7r2xllVyLReDam4J_4jsxA",NA,"banana chocolate hazlenut crepe breakfast","food",41,2.5,5
"865","7rSqxhoDZV_fhXC8jSGK2Q",NA,"short rib hash crispy potato caramelized onion egg","food",55,4,8
"866","7rfeTuwlHzUu5uboCfL1Fg",NA,"shrimp bowl","food",16,4,2
"867","7rknDVzlqjAC5MzuJ1IgXQ",NA,"shrimp cake","food",58,4,2
"868","7rxpR7-diSb2jsiRZr0T5Q",NA,"fried roll flavor","food",103,4,3
"869","7sMJXe3vDK_w8Wq8HepBvg",NA,"beef roll","food",10,4,2
"870","7su0yJIfyvr_KmvhI3GPMw",NA,"strawberry vanilla crepe breakfast","food",36,1.5,4
"871","7szsjEickFTpaJR5Ij_0Ew",NA,"lemon chocolate coconut cream pie roasted banana walnut bread","food",82,4.5,9
"872","7tc0PLPUNRw5jHAFQDS4Ug",NA,"mustard crusted pork potato kale baked apple","food",83,4,7
"873","7u-Cds5v0s8Sh-EANMctrg",NA,"egg roll pork","food",14,2.5,3
"874","7udkLAtNdayefwtJb5SJEg",NA,"caprese salad","food",13,4.5,2
"875","7uet_hnBRYqyWTqs5WiNJw",NA,"spicy beef noodle soup","food",22,4,4
"876","7ufMnBf7mGDwWfxJIzFYvw",NA,"chicken fried egg broth","food",51,4.5,4
"877","7vNVRDYfYFPJx7GNp8L-FQ",NA,"meatball sandwich","food",51,3,2
"878","7vfT4Dflju2CVx2QQweA3w",NA,"pad thai chicken shrimp","food",32,4.5,4
"879","7wHwXSDNtx31wd8JAj6YJA",NA,"rib salad","food",20,3,2
"880","7wSD0Ymiy3gWlBt_EIDO5g",NA,"shrimp roll","food",19,4,2
"881","7wWgVi14FxnX4_HAO6dsRA",NA,"beef breakfast","food",27,3,2
"882","7xNUIR_LodLAtv63G8bwtg",NA,"chocolate oreo","food",22,4.5,2
"883","7xreQ0-zLgKFl70hO1TP_w",NA,"chicken karaage aka japanese fried rice topped onion nori","food",108,4,9
"884","7yChOGNMYrchLFhEbN-JUw",NA,"shrimp","food",13,4.5,1
"885","7yGHxwBA1NTiQ5iWUMdpVg",NA,"sirloin blue cheese steak salad","food",36,5,5
"886","7yYL9gCNRfrN_zJ5ifHINA",NA,"spicy pulled pork burger home smoked bacon slouse snack","food",100,3,9
"887","7yxTrzLkRlo0Y9Hhkb0h0Q",NA,"corn dog beef mini dipped beer","food",76,4,6
"888","7z2x5BMKFMMM9GcgH2GKyg",NA,"fresh complimentary salad","food",25,4,3
"889","7zUuVEcsauoWyCTDzIzv6Q",NA,"salt pepper shrimp","food",20,3.5,3
"890","7ze-LoovVnNO3zcE_YrFSg",NA,"beef brisket","food",12,4,2
"891","7zhg2o1TVg8_0sHFxqL0qw",NA,"chicken sandwich hot","food",50,4.5,3
"892","8-IkSzCUsTkB2wcC6Jz2LA",NA,"carne asada fajitum salad","food",24,3,4
"893","8-bySH-TaV7MZI08QTSPkg",NA,"californium roll tasty chicken teriyaki","food",43,3.5,5
"894","8-iTreXagB7JsOIYXjULaw",NA,"mediterranean salad","food",24,4,2
"895","80IrjucRkbaMPXTE1e_Rcw",NA,"sea beef skewer","food",26,4,3
"896","80YT_1IjjxVxsCLYYx-pig",NA,"style beef tartare","food",33,4,3
"897","80b5qdjfhA3c2uOAIELQgA",NA,"sandwich","food",18,2.5,1
"898","80u9FTinKve5_cZCg9TUUg",NA,"vanilla swirl nutella filling taiyaki chocolate soft cream","food",92,4.5,8
"899","81IVPc9ImTZHD40dp7E4oQ",NA,"grilled octopus lentil salad grape almond","food",56,3.5,6
"900","82e-TDVl-i1SZTjL1CQCmA",NA,"chocolate banana","food",24,4,2
"901","85Z94M0kRZNn6HiPzjuhuA",NA,"shrimp tempura","food",21,4,2
"902","86cO1ogKoxpRitxNr0LE5w",NA,"pork chive cilantro","food",25,4,3
"903","86o6AGYTJmCHuAis5HSN-w",NA,"homemade fried roll","food",28,4,3
"904","86pwhhkCqtGDLFhHB1y56A",NA,"salmon roll sashimi","food",37,3.5,3
"905","87Iua3f-OUHAYNfBQmgZvA",NA,"fried deviled egg","food",59,4,3
"906","87Jn8JG3qRHYaQy3vtIK2A",NA,"beef pancake scallion crispy","food",52,4.5,4
"907","87XbWNBk_0qHXF5MYX_NbA",NA,"turkey sandwich","food",23,4.5,2
"908","87wSM8Ie6n-4N5_Y3szU0w",NA,"applewood smoked pork","food",27,4.5,3
"909","883u6ks841cbyB9tM6CK_w",NA,"biscuit fried chicken tomato chipotle ranch arugula big egg","food",102,4.5,9
"910","8841zFYtDVzf_7Cb1ThIZA",NA,"chocolate mousse cheesecake","food",27,3.5,3
"911","88YgVraGshfVPk_9gdiadA",NA,"smoked salmon nigiri roll","food",37,4,4
"912","88fbDHgb56tbmUUBVKZARQ",NA,"crispy salad","food",21,4,2
"913","89IDWwP6Tn4TM84KkeOHvA",NA,"warm chocolate brownie ice cream miso caramel","food",54,4,7
"914","89e63h81SUtkmPNWoT3wYA",NA,"chicken salad","food",35,4,2
"915","89v2J5meXSHZtLHNTij6ZA",NA,"shrimp dumpling","food",15,3,2
"916","89vZLLouJPrAOfaUdMfWAg",NA,"caesar salad","food",12,4.5,2
"917","8ASoIOB6jaJ9Wfp3EM71tw",NA,"beet salad prosciutto","food",27,3.5,3
"918","8BGowqagwCXovBQbYX83Fw",NA,"pink box doughnut chocolate","food",73,4,4
"919","8B_hWiRFViSAQ9tVkP6kNQ",NA,"bulgogi beef soup hot stone rice set dish banchan","food",83,4,9
"920","8Bq0sTc2ex1-U1WtV8tPDA",NA,"seasonal salad","food",14,4,2
"921","8CbQnIQ48ey34ykRl8lP8g",NA,"strawberry vanilla crepe breakfast","food",36,3,4
"922","8CmskNck1E9P4HpNSPApTw",NA,"shrimp platter","food",14,3.5,2
"923","8CtfGWIFjGtnXV6es4Ju-Q",NA,"egg roll","food",8,4,2
"924","8DZp0UHg-lYd72VdAZR7OQ",NA,"sliced steak sandwich fry lunch","food",43,4,5
"925","8DfOjPJMbqXQis6OGsu2gg",NA,"chocolate dipped coconut macaroon","food",52,4.5,4
"926","8E1Y5UGIIhqdW_yVzRG7wQ",NA,"salad","food",15,4,1
"927","8E5JDy8orbiAoaMQ0pYttQ",NA,"pulled pork chicken bacon wrap","food",46,4.5,5
"928","8EN8eNIhOKTjq9SjPd_J2Q",NA,"garlic nan beef","food",31,4.5,3
"929","8ERQbdEzZyYuQXHSNNPbFQ",NA,"short rib sandwich","food",54,3.5,3
"930","8EjzxN2k2H18kyeuo1OvPg",NA,"coconut curry iberico pork cheek patata","food",53,4.5,6
"931","8FW-68bPR3Z6a5QZcl9gpQ",NA,"ice cream sandwich","food",35,4.5,3
"932","8Fhq2HIHi2dCJb3bIPR3nA",NA,"tomato salad","food",38,4,2
"933","8GAE3tocC43MDBpP_WdqeQ",NA,"pork belly bun crab","food",25,4.5,4
"934","8GOu8BzIdB25KMPN4fZ6Tg",NA,"shrimp bun","food",10,4,2
"935","8Hd630VGpDRCJ-a_Lwm3Og",NA,"pineapple curry shrimp","food",22,4,3
"936","8I9cXhD4ZeVDx0b75QTxEw",NA,"pizza meatball sandwich","food",62,3.5,3
"937","8IYu0Kw_DFa3M7nTfxOQ4Q",NA,"blue shrimp roll little sauce","food",53,4,5
"938","8JS6YHoiL8bik7Oilg4CQg",NA,"turf sushi roll","food",22,4,3
"939","8Jb-zzCJDRCY6wbbeRbCDQ",NA,"breakfast omelette old","food",61,4,3
"940","8KFWWohrA5o86Nz5tljBBg",NA,"shrimp red sangrium","food",40,4.5,3
"941","8L8b-Q2mys1w6F8UNtT-Iw",NA,"grilled sliced beef tongue","food",43,3.5,4
"942","8MBAvA8ft98oUSfNBvL9Bg",NA,"rainbow roll","food",12,4.5,2
"943","8NAMa7twJiV6Mdfdk4iKzw",NA,"pork dumpling","food",14,3.5,2
"944","8NjjXuqlOWBmFxcfzqF5Zg",NA,"pulled pork banh smoked sauce","food",47,4.5,5
"945","8ONkjFofEjftxjXi_wyXiA",NA,"vegan coconut almond chocolate endoedible","food",95,4.5,5
"946","8PXzgivvPY2xZ_yXwEXISQ",NA,"shrimp ceviche","food",14,4,2
"947","8Q6K36WJKZxjRkBC0b0JmA",NA,"sweet potato tempura roll crispy sliced japanese","food",77,3,7
"948","8RHgPQ-V09UmUX9uW1vO2A",NA,"breakfast lunch","food",47,4,2
"949","8Rp5Cdt0zKjbsotxbjHBtA",NA,"roll","food",65,3.5,1
"950","8Se8CyiuLafw4X9lCZvkdw",NA,"fried rice","food",18,3.5,2
"951","8SeWLkez5SVS6F13sOBE8w",NA,"shrimp seasoning flavor","food",104,4,3
"952","8SixMlkgFps3hrz6tFFZYQ",NA,"dinner roll set","food",35,4,3
"953","8SjETu-uFWVwM6xG0ep7mA",NA,"cabbage salad","food",13,4,2
