photo_id,business_id,caption,label,length,stars,len_word
90Dc8U-M_J7GHb7kkfFE4g,NYf9TKBKPpa1wkA_uwIlfg,chicken waffle sweet potato egg benedict,food,47.0,4.0,6.0
90J2fKECAm1xLC4Fxsb-lQ,o9K4XEDK16T7LDYrKgstxA,caribbean egg benedict,food,24.0,4.0,3.0
90k-ca8aa4-Sc_yOvNqSUQ,1aj4TG0eFq6NaPBKk6bK7Q,egg benedict,food,13.0,4.0,2.0
91chSLAyKwSV1ZgL1lnBIQ,p-8AMN9Q0qwym-3Pdle20Q,lentil salad,food,20.0,4.0,2.0
91CvP4v805YrJK-7ZqgptQ,-gcS8S7aiHTwYROMC5QP5A,cranberry apple pecan chicken salad,food,35.0,3.0,5.0
91thPlcF5vplWGaSvGvRsg,sUXs9ATmb423TcxgtMalzQ,pad spicy pork thick,food,125.0,4.0,4.0
91W2Ti-bPSOLJOQoyrVGtg,5qEMfUERdTcMk7aDwH3A_Q,little waffle egg,food,30.0,4.0,3.0
92D-U9mfT_YoHYUOrEAeGQ,DzKl51tivGJMLiNsQqf38w,crispy rice,food,11.0,4.0,2.0
92LeOnvj7_ul1O3odkbEXw,sZIVzaaEBp_HiYutZ2lWag,purple potato matcha monster cookie chocolate chip,food,75.0,4.5,7.0
92W7oAsUCHcJH0cojEyAbw,sZIVzaaEBp_HiYutZ2lWag,purple potato classic chocolate chip peanut monster cookie,food,81.0,4.5,8.0
-933qge_IUCNPlemsnmJyQ,ALkOqlWODyxPg5VSp0HLrg,beef toro,food,22.0,4.0,2.0
93au634FZx3z4ZliIvBnsw,Fmij544FE1iOruoxI41kew,ground beef,food,49.0,5.0,2.0
93capc7J1LaaRRQjZBO9bw,wZukjLaf1V2dLRQap_Zriw,half raspberry chicken salad bruschettum board,food,54.0,4.5,6.0
93k7yRZaAgyBq0rjzimCeA,1HqUJ8TvBMWKfqHYWTyFNw,lotu roll,food,10.0,4.0,2.0
93Ol2iMelBfJ0mshxiA4Aw,wrRxFrnUucvR4dlG6Q9fKA,beef,food,13.0,2.5,1.0
93pXReJ7GMXS_lL-KPMuww,rMtphJbzFYA3eLx-AT62vA,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
94Bp0g7r5nZz8FcmkaPSyA,agGJSdMTRrkA6VrYMbC-SQ,grilled rice angu beef chicken breast gyoza,food,80.0,4.0,7.0
94Bp0g7r5nZz8FcmkaPSyA,agGJSdMTRrkA6VrYMbC-SQ,grilled rice angu beef chicken breast gyoza,food,80.0,4.0,7.0
95IraG13OEgcnnaujCmVVQ,MS-hfug4QDXqb_Mws3qlzA,fish spicy chicken pork taco,food,42.0,3.5,5.0
95nex0CeAF6YrfMa7XtQEQ,vl1aHp6pvnSmpoRQShWLjg,sausage trio spinach cheese deviled egg,food,51.0,3.5,6.0
95QUWEmfH4CEmxGMKabriw,qOUPufwF51EhQ21TGIgBGw,pulled pork,food,19.0,4.0,2.0
95Z9sEWQii2sbnssPJDI_Q,VUbACJQR-_dVwyPYMFSodg,salmon fire roll,food,16.0,4.0,3.0
977-0f9DSujS_bt9Uic89Q,mC39IrCp36QIVFRZIw9PTQ,pork belly wing potato swirl bulgogi pimento corn cheese,food,92.0,4.0,9.0
98SleWo5aA_IfIZJK1d5Ng,iBihgoxc6Ot7m2D4D3z0QA,black cherry bbq pork tenderloin,food,42.0,3.5,5.0
991uAyw4FvXTBBvHD4gytQ,-mjUxlW8Lyyq0t3GWvD3EA,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,2.0,9.0
999n_dlzlRgelH3hSZfNxA,R9gRb3T8t-eIKlOtMPShuA,beef,food,9.0,4.5,1.0
99zLaeX8_rUyumX06d-K9w,DaVTuhzi6EgWStb2eAjNjA,chilaquile scrambled egg,food,49.0,4.5,3.0
9A2zriv8sNvnEdkbENs7mQ,3WcVxBOl_gWxpRjkdLURSg,buttermilk crispy chicken sandwich extra meal,food,62.0,1.5,6.0
9Ah2RKzxfDfaJfdIH07LPw,ostVuyoxxQiP3Qik_L7nPA,chocolate ice cream,food,33.0,3.0,3.0
9amMreV0_yzf-zPuoqWcQw,kABF0hYfAEnl166mn1zR1A,braised pork,food,43.0,4.0,2.0
9Anu_DJxHVqzFhtmkqlOdw,b-RSw4G3HJvGfwvRLzuLPw,beef short rib,food,21.0,4.0,3.0
9apkSUl1kwZIT3dn-0WDUQ,lmxA0dJM0XsPCIHPXhEQ-g,tiger roll,food,10.0,4.0,2.0
9aUfb0ob7hqTFr1mhFq3gw,bMiyGPaMqF0svjseW1UR_g,burger fry salad,food,20.0,3.5,3.0
9-bgxMZwqTwPgCofcuGSeg,C3rH8u6P3wFH95AH8SeNmw,salad,food,5.0,3.5,1.0
9br_TwWe_Ly5NONGhGOoMg,oDBz4UnpaAVkBFGEAUaQPA,strawberry cake,food,15.0,4.0,2.0
9bu5zCGkMlruoDRhhvnUlA,W1Vn2G1disKO52jHARIZMA,shrimp scampi,food,13.0,3.5,2.0
9Bv1JU1Iy1zsAAjPlYFXFA,3-i1qd64K-WLo0fJ5wrbbw,pork bone soup,food,14.0,3.0,3.0
9Bw_4WS0IdWPWKiiMv5WpQ,JyxHvtj-syke7m9rbza7mA,roll,food,11.0,3.5,1.0
9BxlVQjSJrcBD_8rWdJ11Q,yWqIYQ6hyQQNin-nyH6_bw,raman crunch roll fried dumpling spicy chicken piece,food,131.0,4.5,8.0
9BznwczN7SpgBfE11szX9w,xM37qm9Wbc-hOAS7-Xse7g,boiled shrimp olive oil,food,35.0,4.5,4.0
9c1XxMeeSgJcE0ejEyv5Xg,SPKNsdqFSI3kp5EMKyC0Mw,spider roll,food,11.0,4.5,2.0
9CAurXxMYnA1ElLvMp3DaQ,6XpqswYWoSOx0a9MkosVRA,enchilada style rice bean,food,44.0,4.0,4.0
9cF2w-SGc6YqM2nFBJiu5Q,V_jxQeTY-HU0KnSp2zmHtQ,extra sandwich,food,79.0,2.5,2.0
9CfdiCahuOiHpEW2Hbc8QQ,aRFQvXxX6_DLVEbPk5WfZQ,rib salad,food,20.0,2.0,2.0
9cRha32QB22gbxGkrR0Wpg,Ck6zHE15TuWTaNJ2YNawZA,waffle chocolate,food,25.0,3.5,2.0
9cvZDqzv2y1hR4wgPrjvGA,dlpVK3a2Xfn6jtq5-soAfw,roll,food,10.0,4.5,1.0
9cY8tzRb30ZHDm0cqSqrnA,HY1qcwlWLkH2_4dIWjCmQQ,spicy basil ground pork egg,food,32.0,4.5,5.0
9cY8tzRb30ZHDm0cqSqrnA,HY1qcwlWLkH2_4dIWjCmQQ,spicy basil ground pork egg,food,32.0,4.5,5.0
9d9udwhA-VizxnDyGmhlKw,HY1qcwlWLkH2_4dIWjCmQQ,flavor heat curry fried rice,food,113.0,4.5,5.0
9d-dBNEUfs5ppE_n6ZqXxQ,1-phG1_n-aycybl1r3_spA,spicy carrot cake,food,27.0,4.0,3.0
9DDk1M7evEOo02hP6qftbw,TT658qQinO6MBHP9q7rJ8w,shrimp sweet potato fry,food,53.0,4.0,4.0
9dF-PIN9SOQnXtcNdz2P-A,So52MxrZGy8bPpyDPQP-Lg,roll ice cream,food,28.0,4.5,3.0
9dgsisoYrWMt243fF1RGog,ovtlrcsVRlgZZQUlHs_ovw,beef wellington mushroom mousse,food,66.0,3.5,4.0
9DiB6y1nkXsRWxOTFg6v8w,1hCKJqPC9uLIXavNKVudAg,pie cake,food,22.0,4.5,2.0
9DZfv1mijuayzirWlDKTPg,5Q95IfYIbP6vXz4wjtYWFw,sriracha shrimp sweet heat,food,28.0,3.0,4.0
9E10vV1n-zqHNz3dquaDpw,9TWQ9TDxC11oJat-W5AIhA,pork juicy dumpling filled soup,food,115.0,4.5,5.0
9EjcnCiWeh4Iw5IsiV93ew,h8vVxwP6FnlkRDONKBHT-w,pepper shrimp garlic butter house bread,food,76.0,4.0,6.0
9eLCThf8b1zBx8sy90wJ2A,ahSFUPojs9X3-1jP-QPb-w,beef cheek,food,17.0,4.0,2.0
9eNBhIJedBrKrILVnkAZWw,jUYp798M93Mpcjys_TTgsQ,breakfast sandwich iced lavender latte,food,46.0,4.0,5.0
9eqCABIEIejjY8Gr5GkZQA,NYoSzQnJX2vBOT2278UcMA,iberico pork yellow honey,food,68.0,4.0,4.0
9EzowlwGLLkiB48DvpqlSQ,82mWTnfbGDE1jJ2NDMxfNw,mediterranean chicken salad,food,27.0,4.0,3.0
9fcYWXEn34i4QrbGsZju0Q,uP3H5bcsiTXM0k0xQhRndg,pork belly,food,48.0,4.5,2.0
9fjmsfxwEJPAixhO-jPVwg,SQZ7pssVk8esHqAHgAIAnA,deviled egg,food,12.0,4.5,2.0
9FKklPm0pyckk4yyaUOzKw,77h11eWv6HKJAgojLx8G4w,sandwich,food,15.0,4.0,1.0
--9fNU-8m06bbXM3jIha_w,ICdoTODBaprN0UReete9VQ,chocolate cake endoedible,food,58.0,4.5,3.0
--9fNU-8m06bbXM3jIha_w,ICdoTODBaprN0UReete9VQ,chocolate cake endoedible,food,58.0,4.5,3.0
9frR_p0iwWvTzeiGEwxBkg,da17_EW7GaYZWw1Z1JKSmw,banana chocolate hazlenut crepe breakfast,food,41.0,3.0,5.0
9Frxb4xSYCg2KybW1vfFfA,vx4YAA02Qz6khRD1fZ1MFA,bbq pork bun,food,13.0,3.5,3.0
9FRyn-DzAm9-BuwL5py65A,cHdJXLlKNWixBXpDwEGb_A,chicken bean fried rice,food,81.0,4.0,4.0
9f-t8tM1rKo-zxHaRQYHCA,EvE23d1PSbfGWe7EA5HRBQ,beef brisket noodle,food,28.0,4.5,3.0
9fTKFqom8CPSQP-0EPXlqQ,33Tr0eRki1Yamzleu4GMdw,peanut butter croissant dark chocolate dried raspberry,food,77.0,4.5,7.0
9FUmoF9QTpjFnA3A7eLNZQ,9V9RlgqqnPFQJfF_e9Lnmw,honey walnut shrimp white rice,food,43.0,3.5,5.0
9FUmoF9QTpjFnA3A7eLNZQ,9V9RlgqqnPFQJfF_e9Lnmw,honey walnut shrimp white rice,food,43.0,3.5,5.0
9_g6zAvyBQ3_yt10z5dwXA,6tSvz_21BMo3a4GaItwa0g,roll,food,8.0,4.0,1.0
9g7Yq1gT9pJ3lO0DmHgdUQ,vHz2RLtfUMVRPFmd7VBEHA,caesar salad,food,22.0,4.5,2.0
9GNKpHZdmN2WR9yh38tTqA,OyBStpjF5e_iRCMXflFasQ,salt pepper shrimp,food,20.0,2.5,3.0
9GVSTc2-b8IXYIW_3V1xGA,swIE_gCDSi4_68cFGgCiag,pork schnitzel little dry gravy,food,87.0,3.0,5.0
9GX-e95Q1FncaAH2L-eVsw,vg55SAkrEmuHpWfIMtJjBQ,ice cream sundae chocolate truffle cake sweet,food,120.0,4.0,7.0
9GX-e95Q1FncaAH2L-eVsw,vg55SAkrEmuHpWfIMtJjBQ,ice cream sundae chocolate truffle cake sweet,food,120.0,4.0,7.0
9hjj3xGZyE-X2G7GHPtIBw,OA1o0ixPWw-maEq2CF1Qag,egg served thai hollandaise fried fish pickled,food,93.0,4.0,7.0
9HlxQKMUh0QiO1X6FMKJIw,KVsv8wRGnLX8QWoNZKNMQA,crab salad,food,10.0,4.0,2.0
9hODn5iMwV3iOYHyCOQXeQ,Q4pg6LcRCYMlml-5jg4Z5Q,grilled veggie salad,food,20.0,4.0,3.0
9hrfqgltcH577uf733fCBA,1CqDdPrrb0xvQpgu7fhI5w,lobster shrimp fried rice,food,27.0,3.0,4.0
9hrfqgltcH577uf733fCBA,1CqDdPrrb0xvQpgu7fhI5w,lobster shrimp fried rice,food,27.0,3.0,4.0
9Hsiq0gO17-3XbXS_rmKFw,YNjW13ls0enqM2Lep2cCsQ,sweet sour pork deliciou,food,45.0,4.0,4.0
9I7ek4_2pMzosL02Oc6Img,O3OH5IEFMPtz7mPKakPZ3Q,rock shrimp gyoza,food,29.0,4.5,3.0
9ie8e6KJRQFi_qvTD_sYkA,orGCyrtYZl9JOV5XIgxJEg,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,1.5,9.0
9IM9SpK51I56EgCHEgAX-g,OllK5_S-7svgSwbUfx1xYA,beef rice noodle,food,17.0,3.5,3.0
9IM9SpK51I56EgCHEgAX-g,OllK5_S-7svgSwbUfx1xYA,beef rice noodle,food,17.0,3.5,3.0
9Iq30Pp_5GdAmEg4wyHhHg,LYpujMCxfrHcSO_NA1BRQg,breakfast bacon egg,food,56.0,3.5,3.0
9iu95YCyUZpHEZ5nRwegQg,XZbuPXdyA0ZtTu3AzqtQhg,shrimp corn,food,22.0,4.0,2.0
9IuWCp2RnJx4RmdSk48swA,kzbH1_l7VTSfFFcwTqY6vA,antipasto salad deliciou,food,66.0,4.0,3.0
9iVmH8rTUM-6-nt-rpwcxg,JJAwT9R6Fp2yyWHtWFA8uQ,vega roll,food,14.0,4.5,2.0
9iwrlzxv6nj_rz_hpm4NDw,cWGk2R8rNw7-X_DpNaBeCQ,kale salad,food,10.0,3.5,2.0
9IZKhxs-8r2vA-PP5h1PlQ,b-RSw4G3HJvGfwvRLzuLPw,thai pork rib,food,25.0,4.0,3.0
9jgd-ip3WINVVbtDfryPGQ,VUbACJQR-_dVwyPYMFSodg,roll,food,11.0,4.0,1.0
9J_iz55dzEIofo_4ms5XEg,Ly2ShApiomYZwKehwb7eRA,crab roll,food,14.0,4.5,2.0
9JL2Ad-zUpBNyFPr2z0MVw,9UU2DPhwmTmkuANzYiZSMQ,grilled salmon house bourbon glazed rice,food,86.0,3.0,6.0
9jLT6rAcLjuyUsZFqgy2lA,98wHSByl7JRdrYcMuFfGeA,blueberry coffee cake cup,food,41.0,4.5,4.0
9j_q7wL45N_xxhq9PJKPuA,JkzqS4JDOpoHrj534rzvAA,entree chicken beef asian dish,food,99.0,4.5,5.0
9KjEtS31aTuldq6fkh2QTg,Qn5QMHOV6f5uHbxvrTPGRA,pork chive dumpling,food,22.0,4.0,3.0
9ljd4mWrfaunjy06TsnJdA,NXT94mdw1KWadc3q0u0KYg,cinnamon roll blueberry scone bread pudding caramel sauce,food,87.0,4.0,8.0
9lKhO61a6QBLYuaSCImqcw,5DDumAHRKumv3gZiPKW6iw,chocolate,food,16.0,4.5,1.0
9LnzL2m2ghabM4xb0TNswQ,cyzOijFJ82cae6qH6L8vuw,shrimp pad thai,food,15.0,4.5,3.0
9m3l_OODbr6U_mTS_0r4mQ,33Tr0eRki1Yamzleu4GMdw,wheat roll endoedible,food,45.0,4.5,3.0
9MCoRLlcC8-TfsxTrmYUzQ,yatT2q_zmb4-yvzr9Bx5lA,salad,food,5.0,4.0,1.0
9McqMUD1bpetanBNzuXiBg,JPfi__QJAaRzmfh5aOyFEw,beef pancake juicy,food,34.0,4.5,3.0
9mgqKlhE7k3ju8LfplHLyw,siaRCT2-PkyeXUVKrywcTg,potato garlic cucumber beef,food,31.0,4.0,4.0
9mHFUoohaV8gpl7B_1OUBw,nlVjdQq9FzdQ3bfy-8y80g,chocolate chip banana pancake,food,34.0,4.0,4.0
9MHo1H4akMA1fvVswHYayA,T3phaFF7ihJk1YsU23r1rQ,chopped salad,food,22.0,3.5,2.0
9MnId8Pqy6zQf8fUp-MBTQ,LBQD0H2109oltJNF1raLWA,roll sushi dish,food,83.0,4.0,3.0
9mPohDBbyD3Zkk8iXnVvCg,NvKNe9DnQavC9GstglcBJQ,seafood salad,food,13.0,4.0,2.0
9mRz_Z_PP8sSSjDhZnIJsg,tIOjJWfu4Dqz-FIzXHRvCg,sweet potato strawberry chicken salad,food,85.0,4.5,5.0
9N6R22_hmc9_NL7KNuXDSQ,SJo_IjvzdRtCvZVN0cbrRQ,bacon egg croissant,food,21.0,4.5,3.0
9Na5Fgzs3ZzWVFZp5_vuZA,RESDUcs7fIiihp38-d6_6g,shrimp,food,18.0,4.0,1.0
9neDmj2KQgmp7jNieS0orw,4eqHtgdXEPG6V-Jzy0MhKw,pineapple fried rice brown cashew half pork belly,food,84.0,3.5,8.0
9neDmj2KQgmp7jNieS0orw,4eqHtgdXEPG6V-Jzy0MhKw,pineapple fried rice brown cashew half pork belly,food,84.0,3.5,8.0
9N-Idpn3vffsrwk_2Rq82A,BZSzoBFhkXBUQTx4Cgl5Aw,salad,food,25.0,3.5,1.0
9NNe4QQGcchW3SNtfSVp8Q,ee_1-bqQUr7BJ6fQVJ6CDA,chicken fried rice seafood chow,food,40.0,4.5,5.0
9nNMKFcczbqpTFErncpwIQ,s0UcfGpvOwoGERpvMGSi8w,mediterranean chicken salad,food,27.0,4.0,3.0
9NQ00rmTd82KjnB5jz9stQ,IdNMRM2U4GK7zbsD7R2BWA,salad,food,6.0,4.0,1.0
9nRyFi3KjKgjil4gN_K7pA,5eV8oUGdBXylwB7HeaDFOA,falafel rice plate,food,29.0,4.5,3.0
9ntSvIa3ukW9z2nNZqmqqQ,RESDUcs7fIiihp38-d6_6g,chocolate oreo mousse,food,21.0,4.0,3.0
9o-e-nrr8FYUjEaNgWBVBA,U_x3Ryer88VwUlqa71Np-g,greek salad,food,25.0,4.0,2.0
9oL20dhLeXck6oCjiSKWUg,4Pl-ziYL2oerGyIPlwVdmA,papaya salad,food,12.0,5.0,2.0
9OtAalThYPGwKsweEhuoWw,EVbEdWYLE9GDpVG97MGw-w,street taco carne asada grilled chicken bbq pork,food,75.0,3.0,8.0
9_P3a2jUuQhjfAM7KKvJ8w,vue4UI9o6wI3p0q3Gq4liw,peanut butter chocolate ice cream cake ganache filling,food,84.0,5.0,8.0
9_P3a2jUuQhjfAM7KKvJ8w,vue4UI9o6wI3p0q3Gq4liw,peanut butter chocolate ice cream cake ganache filling,food,84.0,5.0,8.0
9pemTnszw7CT8dbpRasYTQ,ZQ-4bR5AJfzQQk31-KQ36A,beef chow,food,13.0,4.5,2.0
9PeUWwuQw1MrOIa8mMRSnw,bRR4gsjHv0F_RnRGjQBqlg,mango vanilla chocolate swirl,food,49.0,4.5,4.0
9pRBlkSDFu7WsjEOKUevPA,g9CkaSV302relUaOnXczyA,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,1.5,9.0
9PuXdR_XINzCaRW5hs7_-g,oWQwUw8xfQgi1nVNKgS6vA,spinach chicken salad,food,21.0,3.5,3.0
9Q3R6BPweOKBZ83gtIbOyQ,4JNXUYY8wbaaDmk3BPzlWw,egg benedict,food,18.0,4.0,2.0
9q6hmDN27h4ajmWX_rQkgA,x99-QiHEUN13aMZEZ4RQKw,french toast plu crispy bacon egg cooked tasty gravy,food,140.0,4.0,9.0
9qGvDjpRklIvSS1zPqcMpg,eOKb6Ep9OmR4zgJBwM8W0w,loui butter cake,food,31.0,4.0,3.0
9Qi47S6JYcuEKL5Gp5NI1w,Uw4z3M7H4buYtTGBrzFCSg,buttermilk crispy chicken sandwich extra meal,food,62.0,1.0,6.0
9qIoli13nq0Og7dEg9WuWQ,J_btDyZbIv0hZNjrw56zlA,sizzling beef tenderloin,food,24.0,3.5,3.0
9QMBiyLHKUpibQx8skELsw,I1qRb4qqQRly7NhIOCkk_Q,burger pork rind,food,31.0,4.0,3.0
9qNTD6cDzrcpH9BEypUtXw,CN5nuUQod0f8g3oh99qq0w,fried pumpkin boiled egg,food,45.0,4.0,4.0
9QRK5TjB-0esqjEtvYincw,ERZua_xpyvHBnChITstpFg,garlic roll,food,12.0,3.5,2.0
9Qxdx9HhKmk7Nsr2EFeH3Q,mU3vlAVzTxgmZUu6F4XixA,pork rice bowl,food,23.0,4.0,3.0
9Qxdx9HhKmk7Nsr2EFeH3Q,mU3vlAVzTxgmZUu6F4XixA,pork rice bowl,food,23.0,4.0,3.0
-9rHJjX_NiVYyBRVIgRHbQ,n_rEQNgsCOLNfMzGqFhn1g,pork chicken,food,49.0,3.5,2.0
9RIR6z1osv15KG0XqhQ1kQ,wArcCMVnrl_tc9MULW-0CQ,pork belly taco,food,16.0,3.5,3.0
9R_PebRmThvp1Toh5Jblhg,aD0EslPREWGDlSpD0RMlEg,bbq combination platter roasted duck belly pork,food,60.0,4.0,7.0
9rQ68p_clPwMm9gsrw8b8Q,p2kGuR2XYtp4-UsUhZeOPA,pig sandwich tostone,food,33.0,4.5,3.0
9rRwOIc1yFIG_8DwuIeiOA,03icrim6SfEQJlejDMbzsA,beef steak salad,food,16.0,4.0,3.0
9rRwOIc1yFIG_8DwuIeiOA,03icrim6SfEQJlejDMbzsA,beef steak salad,food,16.0,4.0,3.0
9RuIQhNd8uhLPTmCmtAaLA,u9_cHsWEKds73ZT8PZaf6g,roll,food,12.0,4.0,1.0
9RXi3g7Ek8nD4dG926Nq-g,auufMM0imMP0w7soM52PHQ,big breakfast biscuit scrambled egg hot sausage hash brown,food,79.0,2.0,9.0
9rytQCn2e6XlY6a5605Www,EwxhzR-VghhMsRObXLMitw,cinnamon roll,food,24.0,4.5,2.0
9S4p6D-VXZOvO2Gb7PO_Kg,w12x7UBSSRsdbp3ZqguG3Q,classic lettuce salad,food,47.0,4.0,3.0
9sAw5Afx6wlB2eRklIok3g,fIcHJP6iJH15vIzV6JUROQ,mediterranean chicken salad,food,27.0,3.5,3.0
9SiBnot6tlzAUkSDxWRLWg,lGiUZcTvuMdx28YMvqZ2vw,tea egg waffle ice cream mochi,food,81.0,4.5,6.0
9SzueaJ0HWVIEW_wuOkUcw,YAgoRzc92vC3cHc-RrlSSA,roll,food,12.0,4.0,1.0
9T-feeN-vYUSmgXGIIr7Pw,inuW6Gl02Mf8G5RRk39_lw,pad crab fried rice,food,32.0,4.0,4.0
9tO52e3pWOTkUrmDMzBwdw,QpPA4PZ0_jo82gkzMsQpDw,grilled bone pork chop,food,25.0,3.0,4.0
9tsRorzZFdUUESGtP8bl4A,-Lgj3gdQZiVngAEc1yALzw,pork pancake char onion ginger scallion sauce,food,86.0,4.0,7.0
9t_XbaiOw3JJXcXhiFTWCA,B70iTJjcPkuYn8ouUewWgw,kale salad,food,10.0,4.0,2.0
9uAnjWo4a_KQcMLcJfRO8w,QS3QxI7u5PRdtbGgI0-UsA,vega roll,food,31.0,4.0,2.0
9uI8gRyssdVx1JKRZyWYWg,7tzXkDX8HmpzRRoJyLBKcA,vega roll,food,14.0,3.0,2.0
9ujei9O6p6eYHedp_BZhgA,74C1z6cqEdvJVgETTcEodw,beef,food,19.0,4.0,1.0
9U-lwbO4GAJWQx752Mu54g,chjcBo4VEXBuiD11Or5Wbw,lobster roll yummy dinner,food,63.0,2.5,4.0
9uuE-J64IAAqig44oBKGNQ,7HbKKqXtZUjf6uVSHZ8wyw,beef brisket,food,12.0,4.5,2.0
9v2FWIhpa0PM2YZi9ARZFQ,XKQsxvDMe9rAWO0P0Uwx-Q,salad lunch,food,15.0,4.0,2.0
9v50pDs5vulG4rty-jhS-w,E0TK141YMBP0LBknhVKEqw,caesar salad,food,13.0,4.0,2.0
9vM1449LtvW9RV4UGku5KQ,Lzv68iVkRHstVvW3aXNWkA,mango sticky rice,food,23.0,4.5,3.0
9vnHm6TlyOSXSERZwTuCQA,cr__ihwxDQ7hyq2ZfX172Q,beef medium avocado crab meat roll fried tempura,food,82.0,4.0,8.0
9vnHm6TlyOSXSERZwTuCQA,cr__ihwxDQ7hyq2ZfX172Q,beef medium avocado crab meat roll fried tempura,food,82.0,4.0,8.0
9Vr5okHbOiS0iqjXwIXhmw,NQhPS0MUKJgBUB6PTLlmzA,bun spicy beef soup,food,28.0,4.0,4.0
9vxO1H1RwwH2h9zJZ6zJCg,KskYqH1Bi7Z_61pH6Om8pg,mango sticky rice,food,24.0,4.0,3.0
9VyLPSHPTVWdI8kla6U5nw,V_VQ9BgbLEzL9mPLQQlc6g,carne asada black bean rice avocado pico,food,66.0,3.5,7.0
9w3ey8cCYyzXy9AKJ9Q4lQ,sJ8B4Lq6AY-m5dzIbDNgyQ,artisan grilled chicken sandwich extra meal,food,60.0,2.0,6.0
9W4T1FXqxLpShrhgmMq-BQ,NI3xvN6p0qhvUkKirbKokA,egg benedict toasted muffin topped bacon poached hollandaise sauce,food,103.0,4.0,9.0
9w5TfDTNyNBw8eojW56ICw,33Tr0eRki1Yamzleu4GMdw,french sandwich brie tomato lettuce pesto prosciutto,food,97.0,4.5,7.0
9WDIqaSjm41oneVHcszE5A,SqVIolLCBmQYyKeai3pCTg,big breakfast biscuit scrambled egg hot sausage hash brown,food,80.0,1.5,9.0
9WkMJTttulLczh7I5PnBCA,zfQ855VX3SMA_54oVSN5Cw,special cod fish chip extra large breaded shrimp,food,69.0,4.5,8.0
9wqeczO0xqDE7lDPF3d89A,k5ddmLvAKKw9zSusRPM2cQ,beef brisket,food,31.0,5.0,2.0
9Ww4DXBnFXOYyf1hDu32Vg,iAxsnFs3qq0Qx1EJ1S9SoQ,curry rice salty meat,food,127.0,4.0,4.0
9x3WJQxGhvOsIo1R0k9xcA,cWGk2R8rNw7-X_DpNaBeCQ,shrimp,food,13.0,3.5,1.0
9X7TmMgH0O_eVWS-66f8HA,-rKuAcB5suEWKhcUiqr13w,cheesy beef salt gravy,food,79.0,3.0,4.0
9XMziTojSMjLAI2ezEUuvg,hcFSc0OHgZJybnjQBrL_8Q,pork soup dumpling,food,19.0,4.0,3.0
9XOacvwPfIUvQFwTfqLB1w,Gaq3S9lmjXVcuDCZ8ulppw,monster roll spider shrimp tempura baked,food,67.0,3.5,6.0
9XOacvwPfIUvQFwTfqLB1w,Gaq3S9lmjXVcuDCZ8ulppw,monster roll spider shrimp tempura baked,food,67.0,3.5,6.0
9XrYcZcuz0PMchniWWvUhw,Trbt0Ex85yvwT8DHoEFCvg,fish sandwich,food,13.0,3.5,2.0
9xvCaInaC-RAshYTCe85bQ,fia9wLvJYq54MCkMxH9_wA,chocolate strawberry chip,food,26.0,4.0,3.0
9Y0ePEN_PhbFoJguRud-CA,k6pWX0v60LIRS2guzkpxqQ,salad potato slouse pizza,food,46.0,3.5,4.0
9Y9yuk7ZYl6yuka4JYJ5iA,2cKAew-9iLS-mo-TtOgFiA,pork gyoza homemade pan fried dumpling,food,41.0,4.0,6.0
9YFPHpjO0E7ezED3XSNejw,3BCsAgo_1i4xMuTyLKMLRQ,banana chocolate chip pancake,food,30.0,4.5,4.0
9Yh4W4B2RhTNW44GdkAYEw,A4zLP5AyKEEHQr_dWEZKig,pork belly,food,10.0,4.5,2.0
_9Y_qJsQqA_xphYI3XGUvg,1BrIPwRhJHOp6yBwjoRtgg,pink box doughnut christma cake,food,83.0,4.0,5.0
9zGGDvSBvzM0eQisgvpk1g,0ueq5zB3NqLbh93KYYNIHQ,beef salad thai grill,food,23.0,4.0,4.0
9zGGDvSBvzM0eQisgvpk1g,0ueq5zB3NqLbh93KYYNIHQ,beef salad thai grill,food,23.0,4.0,4.0
9ZXL6cBsAKzeXBxA0RCKaA,Knnc473zh8m7IBC0oLTHkg,lobster shrimp rice,food,28.0,3.5,3.0
9ZXL6cBsAKzeXBxA0RCKaA,Knnc473zh8m7IBC0oLTHkg,lobster shrimp rice,food,28.0,3.5,3.0
A0LkvpNiEsJQGzTAK8eRrA,VXUQk-aRtFh1IExLqwtMrA,crab cake,food,27.0,3.0,2.0
a0MDFes1LchbD3XXpQGz1g,Uk9-e66y4oWIZ5u946iJiQ,grilled cheese salad,food,31.0,4.0,3.0
a0rwGjA1jJH3VUL4GBnx2A,dVp1llwjZUmhCF4pNsJnQg,egg benedict,food,15.0,4.0,2.0
A0Spm-ad4cS5vIfxzf8hpQ,wY3dlpLa0BHfDENYAPYuZA,apple pickled onion salad deliciou big fry,food,60.0,3.0,7.0
a0v1obPIfeSrzJfn9gyHIQ,XjAb0mxgCtq96pWWJjUBAg,italian creme cake,food,18.0,2.5,3.0
A1B78W3A3m5hYg1hNpVJ5A,jLHE095dxq83qNVNndqUFQ,steak fried shrimp,food,24.0,3.0,3.0
